persona_id,run_index,age,age_group,position,skill_level,coach_relationship,teammate_relationship,bullying,parent_support,current_mood,stress_level,overall_satisfaction,Q1_sat,Q1_imp,Q2_sat,Q2_imp,Q3_sat,Q3_imp,Q4_sat,Q4_imp,Q5_sat,Q5_imp,Q6_sat,Q6_imp,Q7_sat,Q7_imp,Q8_sat,Q8_imp,Q9_sat,Q9_imp,Q10_sat,Q10_imp,Q11_sat,Q11_imp,Q12_sat,Q12_imp,Q13_sat,Q13_imp,Q14_sat,Q14_imp,Q15_sat,Q15_imp,Q16_sat,Q16_imp,Q17_sat,Q17_imp,Q18_sat,Q18_imp,Q19_sat,Q19_imp,Q20_sat,Q20_imp,Q21_sat,Q21_imp,Q22_sat,Q22_imp,Q23_sat,Q23_imp,Q24_sat,Q24_imp,Q25_sat,Q25_imp,Q26_sat,Q26_imp,Q27_sat,Q27_imp,Q28_sat,Q28_imp,Q29_sat,Q29_imp,Q30_sat,Q30_imp,Q31_sat,Q31_imp,Q32_sat,Q32_imp,Q33_sat,Q33_imp,Q34_sat,Q34_imp,Q35_sat,Q35_imp,Q36_sat,Q36_imp,Q37_sat,Q37_imp,Q38_sat,Q38_imp,Q39_sat,Q39_imp,Q40_sat,Q40_imp,Q41_sat,Q41_imp,Q42_sat,Q42_imp,Q43_sat,Q43_imp,Q44_sat,Q44_imp,Q45_sat,Q45_imp,Q46_sat,Q46_imp,Q47_sat,Q47_imp,Q48_sat,Q48_imp,Q49_sat,Q49_imp,Q50_sat,Q50_imp,Q51_sat,Q51_imp,Q52_sat,Q52_imp,Q53_sat,Q53_imp,Q54_sat,Q54_imp,Q55_sat,Q55_imp,Q56_sat,Q56_imp,Q57_sat,Q57_imp,Q58_sat,Q58_imp,Q59_sat,Q59_imp,Q60_sat,Q60_imp,Q61_sat,Q61_imp,Q62_sat,Q62_imp,Q63_sat,Q63_imp,Q64_sat,Q64_imp,Q65_sat,Q65_imp,Q66_sat,Q66_imp,Q67_sat,Q67_imp
child_39,0,8,U9,midfielder,medium,good,average,none,high,frustrated,75,58,7,8,6,7,5,6,6,8,5,9,7,8,4,5,4,7,3,6,8,9,7,8,6,8,5,7,6,8,6,7,7,8,8,9,6,8,7,8,7,8,8,9,6,7,5,6,4,5,6,7,7,8,7,8,5,7,4,6,3,5,6,8,5,7,4,5,5,6,6,7,5,6,5,7,5,6,4,5,3,8,4,7,4,6,5,6,5,7,5,6,6,5,7,6,6,7,5,6,4,5,4,5,5,6,7,8,5,6,5,6,4,5,3,4,5,6,6,7,3,4,5,5,6,7,4,5,4,5,6,7,5,6,6,7
child_40,0,10,U7,mixed,medium,good,strong,none,low,happy,38,71,9,10,10,10,8,9,7,8,7,8,9,9,10,10,6,7,5,6,8,9,8,9,9,9,7,8,7,8,9,9,8,7,9,8,7,8,7,7,9,10,10,10,9,9,8,8,8,9,10,10,9,9,10,10,8,8,9,9,10,10,7,6,6,7,10,10,8,8,8,7,9,9,7,6,6,6,5,5,6,7,5,6,6,7,5,5,6,6,7,8,7,6,9,9,10,10,10,10,8,7,9,8,7,7,8,8,6,6,5,5,6,6,7,7,8,8,7,7,5,5,6,6,10,10,8,8,9,9,10,10,8,7,9,9
child_41,0,10,U10,midfielder,low,neutral,strong,mild,high,excited,27,91,9,8,10,10,8,7,7,9,8,10,10,9,6,7,9,10,9,9,7,8,7,8,8,9,7,8,7,8,7,8,8,8,8,9,6,7,7,8,8,9,8,9,9,9,8,8,9,9,10,10,9,9,10,10,9,9,10,10,10,10,7,8,8,9,6,7,8,8,8,9,6,7,8,8,6,7,5,6,9,10,8,9,9,10,8,8,8,9,8,9,7,7,9,10,10,10,10,10,9,8,9,8,7,6,8,8,7,6,7,6,6,5,7,6,10,9,7,6,5,4,7,5,8,8,6,5,9,8,10,10,8,7,9,8
child_42,0,10,U9,goalkeeper,medium,good,average,mild,high,excited,17,92,9,10,8,9,7,8,8,7,7,8,8,6,9,9,10,10,9,8,9,10,8,9,9,9,8,8,8,8,9,9,8,7,9,10,8,8,8,7,9,10,9,10,7,8,6,7,8,7,8,9,9,9,8,7,8,8,9,8,9,9,7,7,8,8,9,9,8,7,8,8,7,7,8,8,6,6,5,5,10,10,9,8,9,9,7,7,10,9,8,8,7,6,8,7,9,8,9,8,7,6,8,7,8,6,9,9,7,6,7,5,6,5,7,6,8,7,7,6,6,5,7,6,8,7,6,5,8,7,9,8,9,9,9,9
child_43,0,10,U8,mixed,low,neutral,isolated,mild,medium,happy,48,29,8,10,6,8,5,6,7,8,6,9,4,6,5,7,5,7,4,7,6,6,5,7,5,7,5,7,5,8,4,7,6,8,6,8,5,7,5,6,5,8,6,8,4,7,5,6,5,6,3,6,6,8,4,5,4,6,4,5,3,5,7,9,6,9,5,6,6,8,6,8,5,7,6,8,5,7,5,7,5,8,4,8,5,7,5,6,5,8,6,7,4,5,3,6,4,5,4,5,3,4,2,3,5,5,5,6,5,5,5,5,3,4,2,3,4,5,3,4,2,3,4,5,6,7,3,4,4,5,5,7,5,6,5,6
child_44,0,7,U10,midfielder,medium,good,average,none,low,excited,23,57,9,8,10,10,8,7,7,8,7,8,10,9,6,5,9,9,8,8,9,9,8,8,9,9,8,8,7,9,9,9,8,8,9,9,8,8,8,7,9,9,9,9,8,8,8,8,9,9,9,10,9,9,10,10,8,8,10,9,10,9,8,7,7,8,6,5,8,8,8,7,7,8,7,7,6,5,5,4,9,9,8,7,9,9,7,6,9,8,8,8,7,6,10,9,10,9,10,9,8,7,9,8,8,7,9,9,7,6,6,5,5,4,6,5,7,7,5,4,4,3,7,6,10,9,5,4,6,5,10,9,9,8,9,8
child_45,0,9,U7,mixed,low,good,strong,frequent,medium,excited,39,71,9,8,10,9,8,7,9,9,7,8,10,9,9,8,10,10,9,9,8,8,9,9,8,7,8,8,8,9,9,9,8,8,9,9,8,8,8,7,9,8,9,8,7,8,6,7,7,6,10,9,10,10,9,9,8,8,10,9,10,9,8,8,7,9,9,8,9,8,9,9,8,9,7,8,6,7,5,6,10,10,9,9,9,10,8,8,9,9,9,8,8,7,7,6,9,9,9,9,8,8,9,8,6,6,8,7,5,6,4,5,3,4,6,6,8,7,7,7,4,5,5,6,10,9,6,6,9,8,10,9,7,7,8,8
child_46,0,9,U8,defender,low,bad,strong,mild,high,happy,53,68,8,8,9,9,6,5,7,8,7,9,7,6,8,7,6,7,5,6,2,9,2,8,2,8,2,8,2,8,3,9,3,7,3,8,2,6,2,6,2,8,2,9,8,9,7,7,8,6,9,9,8,9,7,6,7,8,8,7,8,7,7,9,6,8,7,8,7,8,6,9,6,7,5,6,6,7,5,6,5,8,6,7,5,8,5,6,6,7,5,6,5,4,8,9,8,7,8,6,5,5,5,4,6,5,6,5,5,4,5,4,4,3,3,3,7,6,6,5,3,2,5,5,8,7,4,3,5,4,7,6,6,5,7,6
child_47,0,8,U9,goalkeeper,high,neutral,average,mild,high,anxious,74,68,8,8,9,9,7,8,6,7,7,8,8,9,7,9,6,7,5,6,6,7,5,6,6,7,6,7,6,8,5,6,7,8,6,7,5,7,5,6,5,7,5,7,6,7,5,6,4,5,6,7,7,8,8,9,6,7,5,6,5,6,7,8,8,9,7,8,6,7,7,8,6,7,5,6,5,6,4,5,6,8,5,6,5,7,6,8,6,7,6,7,5,6,7,8,8,9,8,9,7,8,7,8,6,7,7,8,5,6,5,6,4,5,5,6,6,7,5,6,4,5,5,6,7,8,5,6,6,7,8,9,7,8,7,8
child_48,0,10,U9,mixed,medium,good,average,none,low,excited,39,66,8,9,9,10,7,6,7,8,9,10,6,5,7,6,9,10,8,9,9,8,8,8,8,8,7,8,8,9,8,6,8,7,9,8,7,6,8,7,9,8,9,8,7,6,8,7,6,5,7,6,8,8,6,5,7,6,8,7,7,7,9,8,8,9,7,6,7,6,8,8,9,7,8,6,6,5,5,4,10,10,8,7,9,9,7,6,8,8,7,6,7,5,8,7,5,4,6,5,4,3,4,3,5,4,6,5,5,4,5,4,3,2,2,1,3,2,3,2,2,1,4,3,6,5,3,2,5,4,6,5,7,6,8,7
child_49,0,8,U7,defender,medium,bad,strong,mild,low,neutral,47,15,6,8,9,9,8,8,5,7,7,9,9,9,8,10,5,8,4,7,2,10,2,8,3,9,3,8,3,9,2,9,4,7,3,9,2,8,2,8,2,10,2,10,8,9,7,8,7,8,9,9,8,9,9,10,7,8,8,9,7,9,5,8,4,8,7,9,5,7,6,8,7,9,6,8,5,6,5,6,5,9,6,8,5,9,5,7,5,8,6,8,4,5,5,8,9,9,8,9,6,7,7,8,5,5,5,8,5,5,5,5,4,4,6,6,7,7,6,7,4,4,5,5,8,9,5,5,6,6,7,9,5,7,7,9
child_50,0,9,U10,midfielder,low,neutral,average,none,medium,excited,38,69,8,9,9,10,7,8,8,9,8,9,7,8,9,10,9,10,8,9,7,7,6,7,8,8,7,8,7,8,7,7,6,7,8,9,7,8,6,7,8,9,8,9,7,8,8,8,8,9,9,10,9,10,8,8,8,8,9,9,9,9,8,9,7,9,9,10,8,9,8,9,8,9,7,8,7,8,6,7,9,10,8,9,9,10,7,8,7,8,8,9,6,7,8,9,8,8,8,8,7,8,6,7,6,6,7,7,6,6,6,6,5,5,5,5,7,8,7,8,5,5,7,7,8,8,6,6,7,8,8,9,7,8,7,8
child_51,0,8,U8,midfielder,low,good,average,none,high,happy,43,93,9,9,8,8,7,7,9,9,7,8,8,9,10,10,6,8,5,7,8,9,9,8,8,8,8,9,7,8,9,9,7,7,9,8,8,8,9,8,9,9,9,9,7,8,8,7,6,7,8,8,9,8,10,10,8,8,9,9,8,8,8,9,7,8,9,10,8,9,9,9,10,10,8,9,7,7,6,6,6,8,5,6,6,7,7,8,7,8,6,8,6,5,9,8,8,8,8,8,7,7,7,7,6,6,8,7,7,6,7,6,5,5,6,6,8,9,9,9,5,5,6,6,9,9,7,7,8,8,9,9,8,8,9,9
child_52,0,9,U7,defender,low,good,strong,none,low,excited,22,100,10,10,10,10,9,8,10,9,9,10,10,9,10,10,10,9,10,8,9,10,9,9,10,10,9,9,10,10,10,10,10,10,10,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,9,10,10,9,9,8,8,7,7,10,10,9,9,10,10,9,9,10,10,9,9,8,7,9,8,9,8,10,9,8,7,8,7,8,6,9,8,7,6,7,6,5,5,6,5,9,8,8,7,4,4,6,5,9,9,7,6,8,7,10,9,10,10,10,10
child_53,0,10,U7,mixed,medium,good,average,none,low,neutral,56,68,8,9,7,8,6,7,9,10,6,8,8,9,7,8,5,7,4,6,8,9,8,8,7,8,6,7,6,8,7,9,7,8,6,9,6,7,7,8,8,9,8,9,6,7,6,7,5,7,7,8,8,9,5,8,6,7,6,8,6,7,7,8,6,9,7,8,7,9,8,9,6,8,7,8,6,7,6,7,5,7,5,6,5,7,6,7,5,6,7,8,6,7,5,7,8,9,7,8,6,7,5,6,5,6,7,8,6,7,5,6,4,5,3,4,7,8,6,7,4,5,5,6,8,9,6,7,5,6,6,7,5,6,6,7
child_54,0,10,U9,goalkeeper,medium,good,average,mild,low,excited,30,62,9,10,8,9,7,8,7,8,8,9,8,8,8,9,9,10,9,8,8,9,8,8,8,8,8,9,8,9,6,7,8,8,7,8,8,9,7,8,8,9,9,9,6,7,7,8,7,7,7,8,8,8,6,7,7,8,8,9,8,9,7,8,7,8,8,9,7,8,8,9,8,9,7,8,7,8,6,7,9,10,8,8,8,9,7,8,8,9,8,9,6,5,6,7,6,6,6,7,5,6,5,6,5,5,7,7,6,6,6,6,5,5,4,4,5,5,5,5,4,4,5,5,8,9,5,5,5,6,7,8,6,7,6,7
child_55,0,7,U8,midfielder,medium,good,strong,none,low,excited,29,68,9,9,10,8,8,7,8,9,8,9,10,10,9,8,10,10,9,9,8,8,8,8,9,9,8,8,9,9,8,8,7,7,9,9,8,8,7,7,9,9,9,9,10,9,10,8,9,8,10,9,10,9,9,8,9,8,10,9,10,9,8,8,8,9,9,9,8,9,8,9,9,9,8,8,7,7,6,6,10,10,8,9,9,9,8,8,9,9,8,8,7,7,9,8,10,9,10,9,7,7,8,8,6,6,8,8,7,7,6,6,5,5,4,4,8,7,8,8,5,5,6,6,9,9,6,6,7,7,10,10,8,8,9,9
child_56,0,10,U8,mixed,medium,neutral,average,frequent,high,excited,25,40,9,10,10,10,8,9,7,8,6,7,10,10,8,9,9,8,7,7,6,6,6,7,5,6,6,6,5,7,6,6,5,5,7,8,5,6,5,5,5,6,6,6,5,8,6,7,4,6,7,8,6,8,9,9,6,7,10,10,10,10,5,6,6,7,8,9,6,7,7,8,7,8,5,6,4,5,4,5,9,9,6,7,8,9,5,6,7,8,8,8,5,5,9,9,10,10,10,10,7,7,8,8,5,5,7,7,6,6,5,5,4,4,5,5,9,9,6,6,5,5,6,6,10,10,4,4,8,8,10,10,7,8,8,9
child_57,0,9,U8,defender,high,good,strong,none,medium,excited,56,57,9,10,7,8,6,5,5,7,8,9,7,6,8,9,9,10,8,9,8,9,8,8,7,7,7,8,7,8,9,9,7,8,8,9,8,8,8,7,8,9,9,10,9,10,8,7,8,7,9,9,9,9,6,5,9,8,9,9,9,9,8,9,8,9,8,9,7,8,8,8,7,8,6,7,7,6,6,5,9,10,8,8,9,10,8,9,9,9,9,9,7,6,8,8,5,5,6,5,5,4,5,5,6,5,7,8,6,4,6,4,5,3,5,4,6,5,5,4,4,3,5,5,7,8,4,3,5,5,6,6,7,7,6,6
child_58,0,9,U9,midfielder,medium,good,isolated,none,high,frustrated,52,50,7,9,6,8,5,7,4,8,6,9,5,8,8,10,4,9,3,8,8,9,7,8,6,7,7,8,7,9,8,9,8,7,9,9,6,8,8,7,8,9,9,10,4,9,5,8,3,7,5,8,6,9,5,8,4,7,3,7,2,6,6,8,7,9,8,10,6,9,5,7,8,9,7,8,6,6,5,6,3,9,4,8,3,8,5,6,4,7,5,8,6,5,7,6,5,7,6,7,5,8,6,6,4,5,7,8,6,4,5,4,3,3,4,5,5,6,6,7,2,4,5,6,7,9,6,5,5,7,8,9,9,8,8,9
child_59,0,8,U9,forward,high,good,average,mild,medium,happy,36,94,9,10,8,9,7,8,8,8,9,9,7,7,9,9,7,8,6,7,8,9,8,9,8,8,8,8,7,8,8,9,8,8,9,10,8,9,8,8,9,10,9,10,6,8,6,7,5,6,7,8,8,9,6,7,7,8,7,8,8,9,8,9,9,9,9,9,8,8,7,8,8,9,7,8,7,7,6,7,6,7,5,6,6,7,7,8,8,9,7,8,6,7,8,8,6,7,7,8,5,6,6,7,6,6,7,7,7,7,6,6,5,5,6,6,7,8,5,6,4,5,7,7,8,9,5,6,6,7,7,8,8,9,8,9
child_60,0,7,U8,midfielder,low,neutral,isolated,mild,medium,happy,36,47,8,9,9,10,7,8,5,7,6,9,6,8,7,8,5,8,4,7,6,7,7,8,6,7,7,8,6,9,5,6,7,9,6,9,5,7,7,8,8,9,8,9,5,7,5,7,6,8,5,8,6,9,7,9,6,8,6,7,5,6,7,9,6,8,7,8,6,9,5,7,7,8,5,7,5,6,4,5,5,8,5,6,4,7,6,8,5,7,5,7,5,6,6,7,8,9,8,9,7,8,6,7,5,6,6,7,4,5,3,4,5,5,4,5,6,7,5,6,4,5,6,7,7,8,5,6,6,8,7,8,7,8,8,9
child_61,0,10,U9,mixed,high,good,strong,none,low,anxious,69,66,6,8,8,10,5,7,7,9,7,8,7,6,5,5,6,8,5,7,8,9,7,8,7,7,7,8,7,9,8,8,8,9,9,7,6,6,8,8,9,8,9,8,8,9,6,7,6,6,8,8,8,9,5,5,7,6,8,7,6,6,8,9,8,9,5,5,7,7,7,7,6,6,8,8,7,8,7,8,6,9,6,8,5,8,7,8,7,7,6,7,5,4,7,8,5,6,5,5,4,4,4,4,5,5,5,6,6,6,6,6,4,3,4,4,5,5,4,4,3,2,5,5,5,5,4,4,6,6,7,8,8,9,8,9
child_62,0,10,U8,goalkeeper,high,good,average,none,high,excited,48,100,10,10,8,8,7,7,10,9,9,8,10,10,10,10,10,10,9,9,9,8,9,8,10,9,9,8,9,9,9,8,10,9,10,10,9,8,9,8,10,9,10,10,7,7,6,7,8,8,9,9,8,8,9,9,8,8,9,9,10,9,9,9,10,9,10,10,9,9,10,10,9,9,9,8,8,8,7,7,10,10,9,9,9,9,8,8,10,10,9,9,7,7,8,8,10,10,10,10,8,8,9,9,8,7,9,8,8,7,8,7,6,6,5,5,10,9,7,7,6,5,5,5,10,10,7,6,9,9,10,10,9,8,9,8
child_63,0,7,U10,defender,low,neutral,strong,none,high,neutral,48,79,8,9,9,9,6,7,7,8,5,8,8,9,7,8,6,8,5,7,6,7,6,7,6,7,6,7,6,8,7,8,7,8,7,8,6,7,6,7,7,8,7,8,9,9,8,8,8,8,9,9,9,9,8,8,8,8,8,8,8,8,7,8,6,8,7,8,7,8,6,7,7,8,7,8,6,7,5,6,6,8,5,7,6,8,6,7,6,7,6,8,5,6,7,8,8,8,8,8,6,7,5,6,6,6,7,7,6,6,6,6,5,5,5,5,6,6,5,5,5,5,6,6,7,7,5,5,6,6,8,8,7,7,7,7
child_64,0,10,U8,mixed,medium,good,average,none,high,excited,23,93,9,9,10,10,8,7,8,8,9,9,8,7,9,9,10,10,10,9,9,9,9,8,9,8,9,8,9,9,9,8,8,8,10,9,9,8,9,7,9,9,9,9,8,8,8,8,9,9,9,9,9,9,8,8,9,8,10,9,10,9,8,9,9,9,9,8,9,9,8,8,9,8,9,8,7,7,7,7,10,10,9,9,10,9,8,7,10,9,9,9,8,7,10,9,8,7,8,7,8,6,9,8,8,6,9,8,8,5,8,5,6,5,7,6,8,8,7,6,6,5,7,6,9,8,6,5,8,7,9,8,8,7,9,8
child_65,0,10,U9,defender,high,good,average,none,medium,excited,31,89,9,10,10,10,8,7,8,8,9,9,7,6,8,8,10,10,9,9,9,9,8,8,9,9,8,9,9,9,8,8,9,9,10,10,9,9,8,8,10,10,10,10,7,7,8,8,7,7,8,8,9,9,6,5,8,8,9,9,9,9,8,8,9,10,8,9,8,8,9,9,8,8,7,7,8,8,7,7,10,10,8,8,9,9,8,8,9,9,9,9,7,6,8,7,7,6,8,7,6,5,6,5,6,5,8,7,7,6,7,6,5,4,5,4,7,6,6,5,5,4,7,6,9,9,6,5,7,6,8,8,8,8,9,9
child_66,0,7,U8,goalkeeper,low,good,strong,mild,low,frustrated,60,56,6,8,8,10,7,9,5,7,6,9,8,10,5,8,4,8,3,7,7,9,6,8,6,8,6,8,7,9,8,9,7,8,8,9,7,8,6,7,6,9,7,9,8,9,7,8,6,8,9,10,9,10,8,9,8,9,8,9,7,8,6,8,7,9,6,8,7,9,6,8,7,8,5,7,6,7,5,6,4,9,4,8,3,8,5,7,6,8,5,7,7,6,6,7,7,8,7,8,6,7,6,7,6,6,6,7,5,5,5,5,4,4,5,5,6,7,5,5,4,5,5,6,7,8,4,4,6,7,7,8,7,8,8,9
child_67,0,10,U10,mixed,high,bad,average,none,high,anxious,64,30,4,7,5,8,5,7,3,8,6,9,6,8,5,6,4,9,3,9,2,8,1,8,2,7,2,7,2,8,2,7,3,8,2,9,2,7,2,7,1,9,1,9,5,8,4,8,5,7,6,8,6,8,6,7,5,7,5,6,4,6,5,8,6,9,5,6,5,8,6,9,5,6,5,7,4,6,4,6,4,9,4,8,3,9,4,8,4,9,5,9,5,6,6,6,5,7,5,7,4,6,4,7,5,5,6,7,5,5,5,5,4,4,3,5,5,6,4,5,3,4,5,6,6,7,4,5,5,6,6,7,6,7,6,7
child_68,0,9,U10,goalkeeper,medium,good,average,none,low,frustrated,64,38,5,8,6,9,4,7,3,8,7,10,5,9,6,7,3,9,2,8,8,9,7,8,7,7,8,8,7,9,6,8,9,9,8,7,7,8,8,7,8,9,8,9,5,8,6,7,4,6,5,8,6,8,6,7,5,8,5,7,4,6,8,9,7,9,6,8,7,8,5,7,6,7,6,7,7,8,5,6,3,10,4,9,3,8,8,9,5,7,6,8,5,6,5,7,6,7,5,7,5,6,6,7,4,5,5,6,5,5,4,5,3,4,2,3,6,6,5,5,3,4,4,5,6,7,3,4,5,6,7,9,6,8,7,8
child_69,0,7,U9,defender,high,good,strong,none,medium,excited,34,100,9,8,8,7,7,6,8,8,9,9,9,9,6,5,10,10,10,9,8,8,8,8,9,9,9,9,8,8,8,8,8,8,8,7,9,9,8,7,8,7,9,8,9,9,8,8,9,9,9,9,9,9,9,8,8,7,10,9,10,10,9,8,8,9,6,5,9,9,8,8,7,7,8,7,7,6,6,5,10,10,9,8,9,9,8,7,10,10,9,9,7,6,8,7,9,8,9,8,8,7,8,7,7,6,8,8,7,6,7,6,6,5,6,5,7,6,6,5,5,4,7,6,8,7,6,5,7,6,9,8,9,9,9,9
child_70,0,7,U8,defender,low,good,strong,none,medium,excited,46,83,9,10,7,8,6,7,8,9,8,9,9,8,8,9,9,8,8,7,9,10,9,10,8,9,8,9,8,9,9,10,8,8,9,9,9,8,8,8,9,10,9,10,9,10,8,9,8,8,9,10,9,10,7,7,8,9,8,9,8,9,8,8,9,9,9,9,8,8,8,9,8,8,8,8,7,7,6,6,9,10,8,8,8,9,8,8,9,9,8,8,7,7,8,8,7,6,7,6,6,5,6,5,5,4,8,8,5,4,5,4,5,3,4,3,6,5,5,4,3,2,6,5,8,9,5,4,6,5,7,7,8,9,8,9
child_71,0,7,U8,midfielder,high,bad,strong,mild,medium,excited,35,57,9,10,10,10,8,7,7,8,9,8,10,10,6,5,9,10,8,7,2,10,2,10,2,10,2,10,2,10,2,10,4,7,3,10,2,9,2,10,1,10,1,10,9,10,8,9,9,9,10,10,10,10,9,8,8,8,10,10,10,10,7,9,7,8,6,5,7,8,8,9,7,6,6,5,6,5,5,4,10,10,9,8,10,10,8,8,10,9,9,9,6,5,9,10,10,9,10,9,8,7,8,7,6,5,7,7,5,4,5,4,4,3,4,3,9,8,6,5,3,2,5,4,9,10,3,3,6,5,10,10,8,8,10,10
child_72,0,8,U10,goalkeeper,low,good,average,none,medium,excited,19,86,9,8,6,5,4,3,7,9,8,9,5,4,5,6,9,10,8,9,8,9,7,8,8,9,8,8,8,9,9,7,8,8,9,8,9,8,8,7,9,9,9,9,6,7,7,6,5,5,7,7,9,9,4,5,6,7,8,7,9,8,8,9,8,9,5,6,7,8,7,8,7,6,6,6,6,7,5,6,9,10,8,8,9,10,7,7,8,9,9,8,7,5,7,6,4,3,5,4,3,2,4,3,4,4,6,5,5,4,5,4,3,2,2,2,3,3,2,2,2,1,4,3,5,4,2,1,3,2,6,7,5,5,6,6
child_73,0,10,U9,forward,medium,neutral,isolated,none,medium,frustrated,74,19,6,8,5,7,5,6,7,8,8,9,4,6,8,9,4,9,3,8,6,7,6,7,5,8,7,8,5,8,4,7,6,9,6,8,5,7,6,8,5,9,5,8,4,7,4,6,3,6,4,7,5,8,5,8,4,7,4,6,4,6,6,9,7,9,8,9,7,8,7,8,6,8,6,8,5,7,5,7,3,9,3,9,3,8,5,7,6,8,5,7,6,6,6,5,4,6,4,5,4,6,4,6,5,5,6,6,5,5,5,5,4,5,4,4,4,5,5,5,4,4,3,4,5,6,3,4,5,6,4,6,5,7,5,7
child_74,0,8,U8,defender,high,neutral,strong,none,high,happy,39,83,9,8,10,9,8,7,8,8,9,9,10,10,9,8,8,9,7,8,6,7,7,8,8,9,7,8,8,8,7,7,7,7,8,8,7,8,6,6,7,7,7,7,9,9,8,8,9,9,10,10,9,8,10,9,8,8,9,8,10,9,8,9,8,9,9,9,8,9,9,8,8,8,8,8,7,7,7,7,8,9,7,8,7,8,6,6,8,9,7,8,7,6,8,7,9,8,9,8,7,7,8,9,6,6,8,8,7,7,6,6,5,5,6,6,9,8,7,6,5,4,6,5,9,9,5,4,7,6,9,8,8,7,9,8
child_75,0,8,U7,goalkeeper,medium,neutral,average,mild,medium,excited,30,55,8,9,7,8,6,7,8,9,8,10,7,9,7,8,9,10,9,9,6,8,6,8,7,9,7,9,6,8,6,7,7,9,8,9,6,7,6,7,8,9,9,9,6,8,5,7,7,8,6,8,8,9,7,8,7,8,8,9,9,9,8,9,8,10,8,9,8,9,9,10,8,9,8,9,7,8,7,8,9,10,8,9,9,10,7,8,8,9,8,9,6,7,7,8,7,8,7,8,6,7,6,8,5,6,7,8,5,6,5,6,4,5,5,6,6,7,6,7,4,5,5,6,8,9,5,6,7,8,8,9,7,8,7,8
child_76,0,10,U8,midfielder,medium,good,isolated,none,high,neutral,58,57,8,9,5,7,4,6,7,8,6,8,4,5,9,10,7,9,5,6,8,9,8,8,7,8,8,9,7,9,8,9,8,7,9,8,7,8,8,7,9,10,9,10,4,7,5,6,6,7,4,8,7,9,5,6,6,7,6,7,5,6,7,9,6,9,9,10,7,9,7,8,8,9,7,8,5,6,5,6,5,8,6,7,5,8,7,6,6,7,7,9,5,5,6,6,5,6,4,5,4,5,4,5,5,6,7,8,6,5,6,5,3,4,3,4,5,6,5,6,3,4,5,5,6,6,4,5,5,6,6,7,7,8,7,8
child_77,0,7,U7,defender,low,good,average,mild,medium,excited,17,88,9,8,8,9,7,8,6,7,8,9,7,6,10,10,9,10,9,10,8,9,8,9,9,8,8,8,9,9,8,8,7,8,9,9,9,9,8,8,8,9,9,9,6,7,5,6,7,6,7,8,8,8,6,7,8,8,7,8,8,8,8,8,9,9,10,10,8,8,7,7,9,10,8,9,6,7,5,6,9,10,8,9,9,10,7,7,8,8,9,9,6,5,8,7,7,6,7,6,6,5,6,5,6,5,8,7,6,5,6,5,4,3,5,4,6,6,5,5,4,3,5,4,7,6,5,5,6,6,8,9,8,9,8,9
child_78,0,9,U9,goalkeeper,high,good,average,none,low,excited,48,68,9,10,8,9,7,8,6,7,8,8,9,10,8,9,9,9,8,7,9,10,8,9,8,9,8,9,7,9,9,10,8,8,9,9,8,8,8,8,9,10,9,10,7,8,7,8,8,8,8,9,9,10,9,10,8,9,9,9,9,10,6,7,7,8,8,9,7,8,7,8,8,9,7,8,6,7,6,7,9,9,8,8,8,9,7,8,8,9,7,8,8,7,8,8,9,10,9,10,8,8,9,9,7,7,8,8,7,6,7,6,6,5,6,5,8,7,7,6,5,4,6,5,8,9,5,4,7,6,9,10,8,8,8,8
child_79,0,10,U7,defender,medium,neutral,isolated,mild,high,excited,45,58,9,10,8,10,7,8,6,7,8,9,9,10,8,9,9,10,8,9,7,8,7,8,6,7,7,8,8,9,7,8,6,7,7,8,7,8,6,7,5,6,6,7,5,8,6,7,7,8,5,8,8,9,8,9,6,7,7,8,8,9,7,8,8,9,8,9,7,8,8,9,7,8,7,8,6,7,5,6,9,10,8,9,9,10,6,7,8,9,7,8,7,8,7,8,8,9,8,9,7,8,9,10,6,7,8,9,6,7,6,7,5,6,5,6,8,9,6,7,5,6,5,6,9,10,5,6,8,9,9,10,8,9,9,10
child_80,0,10,U8,midfielder,medium,good,average,none,low,neutral,50,54,8,9,9,10,6,7,7,8,7,8,7,8,6,8,5,7,4,6,8,9,8,8,7,8,7,9,7,8,8,9,7,8,6,8,6,7,7,7,7,9,8,9,7,8,6,7,6,7,7,8,7,9,5,6,6,7,6,7,5,6,8,8,7,9,6,8,7,8,6,7,6,7,5,6,5,6,5,6,5,7,6,7,5,6,5,6,6,7,6,7,5,5,6,6,4,5,4,5,5,6,5,6,4,5,5,6,4,5,4,5,3,4,3,4,4,5,3,4,2,3,5,6,6,7,3,4,4,5,6,7,5,6,5,6
